交易对,方向,开仓时间,开仓价,平仓时间,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤,持仓天数,当前收益(占权益),加仓次数
BONK-USDT-SWAP,多,2025-07-02 22:00:00,0.01591106,2025-07-04 10:00:00,0.01627137,1430.732167,0.49,0.0214,0.03,移动止盈/止损,0.0026,-1025.01,0.0026,-0.2012,1.5000,0.000054,1
ZEC-USDT-SWAP,多,2025-07-04 10:00:00,41.56415600,2025-07-04 14:00:00,40.21597800,34.305005,-47.93,-0.0336,1.68,移动止盈/止损,0.1589,-1072.94,0.1589,-0.2054,0.1667,-0.005341,0
TON-USDT-SWAP,多,2025-07-06 08:00:00,2.99639961,2025-07-06 14:00:00,2.87071290,360.897410,-46.63,-0.0431,1.27,移动止盈/止损,0.1136,-1119.57,0.1136,-0.2095,0.2500,-0.005223,0
ZEN-USDT-SWAP,多,2025-07-06 10:00:00,7.45874580,2025-07-07 10:00:00,7.46725320,230.021598,-0.10,-0.0001,2.06,移动止盈/止损,0.1829,-1119.67,0.1829,-0.2095,1.0000,-0.000012,0
BONK-USDT-SWAP,多,2025-07-04 22:00:00,0.01906357,2025-07-07 19:00:00,0.02137486,210151.907989,480.62,0.1200,5.10,移动止盈/止损,0.4651,-639.05,0.4651,-0.1670,2.8750,0.051084,3
XLM-USDT-SWAP,多,2025-07-06 20:00:00,0.24969034,2025-07-08 01:00:00,0.24627537,32154.726428,-119.38,-0.0149,9.57,移动止盈/止损,0.8365,-758.43,0.8365,-0.1775,1.2083,-0.012851,2
BONK-USDT-SWAP,多,2025-07-08 06:00:00,0.02338834,2025-07-08 12:00:00,0.02254675,33640.402919,-29.24,-0.0372,0.93,对齐失效,0.0851,-787.67,0.0851,-0.1801,0.2500,-0.003158,0
ZEC-USDT-SWAP,多,2025-07-08 16:00:00,43.29755923,2025-07-09 02:00:00,40.95590400,57.004631,-136.37,-0.0553,2.88,移动止盈/止损,0.2741,-924.03,0.2741,-0.1922,0.4167,-0.014947,1
BCH-USDT-SWAP,多,2025-07-08 12:00:00,504.39100061,2025-07-09 17:00:00,503.17967700,11.259537,-20.45,-0.0036,6.81,移动止盈/止损,0.6269,-944.48,0.6269,-0.1940,1.2083,-0.002246,1
UNI-USDT-SWAP,多,2025-07-08 10:00:00,7.68828678,2025-07-10 14:00:00,8.08019190,500.736375,191.50,0.0497,4.74,移动止盈/止损,0.4250,-752.97,0.4250,-0.1771,2.1667,0.020604,3
WIF-USDT-SWAP,多,2025-07-10 14:00:00,0.97969796,2025-07-11 21:00:00,0.97290270,1513.554949,-12.06,-0.0081,1.77,移动止盈/止损,0.1547,-765.03,0.1547,-0.1781,1.2917,-0.001299,0
LINK-USDT-SWAP,多,2025-07-08 18:00:00,14.30665688,2025-07-11 22:00:00,15.21547830,607.750407,541.57,0.0623,10.77,移动止盈/止损,0.9031,-223.46,0.9031,-0.1302,3.1667,0.055127,3
PENDLE-USDT-SWAP,多,2025-07-09 18:00:00,3.75097030,2025-07-11 22:00:00,3.93680628,527.471318,95.59,0.0483,2.43,移动止盈/止损,0.2049,-127.87,0.2049,-0.1217,2.1667,0.009636,3
